BankURL,UserName,ReviewRating,UserLocation,ReviewTitle,comments,ReviewDate
www.dugood.org,Ronald,5,US,Been with DuGood for decades love the…,"Been with DuGood for decades love the people here! No matter which location we stop in we still get the same service! Always fast, friendly smiling faces and efficient service. Wouldn't go any where else. My favorite branch is the Orange location.","Date of experience: February 16, 2018"
www.dugood.org,Wynell,5,US,DuGood is my no. 1,"I have been a member since 1982.  They have always been there for car loans, checking, savings and their customer service is one of the best around.  You actually get to talk to a real person when you have a question.  It's like we are all family.","Date of experience: February 16, 2018"
www.dugood.org,Rodgar,5,US,Great,I am very happy with DuGood Credit Union.,"Date of experience: February 16, 2018"
www.dugood.org,Andrea,5,US,A new member but i love it & the ladies…,A new member but i love it & the ladies in the Jasper Tx Office are so helpful,"Date of experience: February 16, 2018"
www.dugood.org,Richard,5,US,Always treat people nice,"Always treat people nice, take care of your members ,and new clients.","Date of experience: February 16, 2018"
www.dugood.org,Doug,5,US,Proud and Pleased,Always friendly and helpful in all locations I’ve been to. Online banking site is top notch and user friendly. Definitely glad to bank with DuGood.,"Date of experience: February 16, 2018"
www.dugood.org,Brad,5,US,DuGood Credit Union is the best!,Everyone always has a smile on their face and greet you with a "good morning and welcome". They are always very helpful and good at explaining whatever question you may ask them. I am very happy to bank at DuGood Credit Union.,"Date of experience: February 16, 2018"
www.dugood.org,Cherie,5,US,DuGood cares,I received a follow-up call and additional information regarding my issue.  DuGood was concerned about my ability to access information to complete my transaction.  I appreciate their concern and there was a resolution.  DuGood cares about their members.,"Date of experience: February 16, 2018"
www.dugood.org,Rusti,5,US,25+ member,I’ve had an account with this institution for over 25 years. I’ve always been pleased with the service.,"Date of experience: February 16, 2018"
www.dugood.org,Keith,5,US,I have been with DuGood since they…,"I have been with DuGood since they opened in Vidor,Tx and have always had a great experience with then always nice and helpful on any issue that might arise . I love the people there as my own family","Date of experience: February 16, 2018"
www.dugood.org,Brenda,5,US,I love DuGood,"I love DuGood, always friendly and helpful.","Date of experience: February 16, 2018"
www.dugood.org,Andrew,5,US,Great bank,Little to none hassle,"Date of experience: February 16, 2018"
www.dugood.org,Christy,5,US,We love DuGood Credit Union!,"I have been a member of DuGood Credit Union since I started working my first job at 16. From regular accounts to car loans, home loans, and my children’s savings accounts, they have taken care of my every banking need along the way. I recommended them to everyone I know!","Date of experience: February 15, 2018"
www.dugood.org,Peggy,5,US,I have always had good experiences at…,I have always had good experiences at DuGood. They are always friendly and helpful.,"Date of experience: February 15, 2018"
www.dugood.org,Mary,5,US,the process went smoothly and…,the process went smoothly and efficiently.  Very competent staff.,"Date of experience: February 15, 2018"
www.dugood.org,Larry,5,US,When I go into the Orange branch (my…,When I go into the Orange branch (my branch) I’m comfortable and feel like they are family. They have always helped on any and all problems I might have.,"Date of experience: February 15, 2018"
